index,country,continent,sub-region,clean fuels for cooking (% of population),Access to electricity (% of population),Adolescents out of school (% of lower secondary school age),Agricultural irrigated land (% of total agricultural land),Agricultural land (% ),Arable land (% of land area),Arable land (hectares per person),Armed forces (% labor force),"Armed forces personnel, total",precipitation (mm per year),"Birth rate, crude (per 1,000 people)","Central government debt, total (% of GDP)","Children in employment, total (% of children ages 7-14)",Children out of school (% of primary school age),Consumer price index (2010 = 100),Control of Corruption: Estimate,Cost of business start-up (% of GNI per capita),"Death rate, crude (per 1,000 people)",doing business score,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Electric power consumption (kWh per capita),Expenditure on primary education (% of government expenditure on education),Expenditure on secondary education (% of government expenditure on education),Expenditure on tertiary education (% of government expenditure on education),"Fertility rate, total (births per woman)",GDP (constant 2015 US$),GDP growth (annual %),GDP per capita (constant 2015 US$),"GDP per capita, PPP (constant 2021 international $)",Human capital index (HCI) (scale 0-1),"Inflation, consumer prices (annual %)","Intentional homicides (per 100,000 people)",Level of water stress,"Life expectancy at birth, total (years)",Lifetime risk of maternal death (%),Military expenditure (% of GDP),Population density,Population growth (annual %),Population in the largest city (% of urban population),Population in urban agglomerations of more than 1 million (% of total population),"Population, total",Rural population (% of total population),Time to start a business (days),"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)","Unemployment, total (% of total labor force) (modeled ILO estimate)",Corruption index 2023,Global_Peace_Index_2023,free,partly free,not free,OCDE,immigration_flow,immigration_100k
186,Turkiye,Europe,Southern Europe,95.12857142857142,100.0,0.27887714281678194,13.744554121126365,49.40091806638069,25.86474762455428,0.2427715822914677,1.5735688030202062,512040.0,593.0,15.908714285714286,34.63423663270615,0.0,0.519098569239889,340.6797108557549,-0.3532269727438687,13.575,5.4841428571428565,73.08421,5.8313709156853815,86.69900512695312,0.0,0.0,0.0,0.0,2.0037142857142856,1054537787335.196,4.825078926214571,12729.838149158715,29633.67448042921,0.6335239055951437,26.0590531992871,2.747874641518805,45.024379781633336,77.079,0.0379795598852262,2.0417718385826475,106.9324991043934,1.0871610055426542,24.05588236622181,37.600471201247984,82676897.5,24.16125,8.5,1.802,11.43425,34.0,2.78,0,0,1,1,21945,26.543085993278837
187,Turkmenistan,Asia,Central Asia,99.88571428571429,99.98571428571428,0.519729971885681,0.0,79.17844906992227,3.5521875294496748,0.2887448849842962,2.033988397098137,44800.0,161.0,23.08757142857143,0.0,0.0,0.0,0.0,-1.4095969945192324,0.0,6.619857142857143,0.0,0.0,99.6261215209961,0.0,0.0,0.0,0.0,2.7477142857142858,47458300465.78887,6.225019698076325,6878.100690509423,15593.906496188934,0.0,0.0,0.0,140.86553323028332,68.97885714285714,0.016320383907642462,0.0,14.469850524850205,2.119664113156774,23.29792293313255,0.0,6870394.5,47.683375,0.0,2.938,4.16625,18.0,2.079,0,0,1,0,105,1.5282965192173463
188,Turks and Caicos Islands,Latin America & Caribbean ,Latin America & Caribbean ,0.0,99.89999999999999,15.10975151062012,0.0,1.0526315789473684,1.0526315789473684,0.023835830533092798,0.0,0.0,0.0,12.847714285714286,0.0,0.0,5.59968686103821,0.0,0.0,0.0,8.232,0.0,0.0,96.1295928955078,0.0,19.40703,39.44894,24.43859,1.6977142857142857,959643870.6320163,0.6644075264965892,22434.863311922283,24594.922855403845,0.0,0.0,0.0,0.0,75.69257142857143,0.0,0.0,44.87654135338346,2.909395800109453,0.0,0.0,43078.375,6.559375000000001,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0
189,Tuvalu,Oceania,Oceania,72.64285714285714,99.11428571428571,11.958307061876564,0.0,60.0,0.0,0.0,0.0,0.0,0.0,23.317,0.0,0.0,4.094938258330034,0.0,0.37605692306533456,0.0,10.130142857142857,0.0,2.101510206858317,80.19546699523924,0.0,0.0,0.0,0.0,3.1834285714285713,43241719.74921467,3.1721843621002908,4155.79689999716,5060.423453430923,0.48070092328389463,0.0,0.0,0.0,64.36128571428571,0.0,0.0,351.0285714285714,-1.3814032410474073,0.0,0.0,10441.5,36.457,0.0,1.306,0.0,0.0,0.0,1,0,0,0,0,0.0
190,Uganda,Africa,Eastern Africa,0.7428571428571429,39.528571428571425,47.76257514953615,0.0,71.8880909634949,34.41053261520048,0.16359036120632395,0.27928838345757306,46080.0,1180.0,37.57757142857143,44.50587520592368,0.0,11.3877716064453,181.18309418147064,-1.0725110918283463,42.975,5.9438571428571425,58.3831525,0.0,65.23912525177002,0.0,0.0,0.0,0.0,4.816142857142857,39921048874.52209,4.633494533124688,910.8791300817459,2660.0320482652724,0.38276745899518333,4.308040486859645,10.62661100552189,5.8279963403,62.666,1.6186975058630921,1.8148830693183575,214.60118620159014,3.2451042662465723,29.982097305192642,7.391754263226274,43734926.25,75.326,24.5,12.238000000000001,3.209,26.0,2.477,0,0,1,0,4570,10.449314522395017
191,Ukraine,Europe,Eastern Europe,95.10714285714286,100.0,10.79405339558918,0.9612489310558319,71.4019540174925,56.74487921044905,0.7299575055760945,1.3947447262655308,299000.0,565.0,8.465571428571428,60.49871946084964,0.0,16.354499975840252,299.8681252161881,-0.795252725481987,0.7,16.357142857142858,68.19699750000001,0.0,100.0,0.0,20.658765000000002,29.311275,27.724595,1.2872857142857141,92190091264.7579,-1.531578211329549,2233.238815307619,16424.250732421875,0.6402552078564959,11.53973706947924,4.498268693116534,13.010494946866666,70.8697386759582,0.014278144467454179,10.62150933975576,76.74519535921195,-2.417794478359025,9.84202443465709,12.464693770343697,43622436.75,30.424500000000002,6.5,8.856,9.192,36.0,3.28,0,1,0,0,35915,82.33148507000816
192,United Arab Emirates,Asia,Western Asia,100.0,100.0,17.668719888664764,22.798855011746948,5.4565575089512,0.6654061230236955,0.005013158165429933,1.0343834763491713,63000.0,78.0,10.318142857142858,0.0,0.0,15.70257001817225,114.839518902843,1.1100189089775088,16.6,1.514857142857143,79.7690375,11.059999942779534,90.21166865030925,0.0,0.0,0.0,0.0,1.4157142857142857,405744837096.8822,2.4056159898564466,42445.763430483814,68477.47779176044,0.6693377165794373,1.217541610574325,0.6214934681159626,1620.9999999999834,79.292,0.015592388893448262,0.0,132.76335237558837,2.614305541017754,33.94811892284098,61.70414933680311,9560715.5,13.100874999999997,6.050000000000001,2.336,2.6363749999999997,68.0,1.897,0,0,1,0,50,0.5229734113519015
193,United Kingdom,Europe,Northern Europe,100.0,100.0,1.3909483253955843,0.4139050939118781,71.44594404520788,24.929264545234453,0.0907688893376928,0.4399814925297295,149740.0,1220.0,10.728571428571428,162.40403442180863,0.0,0.4107557253113819,123.15979286110587,1.7027683407068237,0.025,9.342857142857142,83.414335,13.000718474388137,99.30015277862549,0.0,32.32674,37.83738,25.61589,1.647142857142857,3084473819024.751,1.3832454665691731,46099.6367408644,51229.84267999227,0.7803083995183306,3.227623918418669,1.143285218997542,14.354646206299998,81.16898954703834,0.01575173900423112,2.0548214803296077,275.6792986164829,0.6058488150081403,16.465218967764223,27.05841127625214,66901956.125,16.228250000000003,4.5,10.756,4.258,71.0,1.703,1,0,0,1,52275,78.13672877117239
194,United States,North America,North America,100.0,100.0,0.7144833405812591,5.785517294014394,45.432523621805,16.928756689239776,0.4809297553100798,0.8290050993743152,1374040.0,715.0,11.414285714285715,108.02501830592391,0.0,1.7653628374849057,121.47299750904412,1.1786524355411538,1.05,9.282285714285715,83.687655,13.658738613128662,98.77285194396974,0.0,0.0,0.0,0.0,1.7131428571428573,20209060963142.51,2.389919912574223,61324.53807209636,69425.7121756191,0.7258158642450967,3.212133505720394,5.618265259896091,28.1619842696,77.89268292682927,0.033859078446214955,3.398648527118936,35.922843443444,0.54060956494017,6.919235523420919,46.46523488023796,329390531.375,17.430749999999996,5.25,9.620000000000001,4.685125,69.0,2.622,1,0,0,1,97625,29.638071134733753
195,Uruguay,South America,South America,100.0,99.88571428571429,1.7074266274770105,1.5675228476425316,80.88396836279935,12.097543954160342,0.6242244248236272,1.326078603966861,22710.0,1300.0,11.411000000000001,49.8568408942193,0.0,0.22509999892541335,216.51208907945352,1.3798256218433376,22.925,10.106428571428571,61.156530000000004,2.2599999666213977,91.45858873639789,0.0,23.340449999999997,34.340779999999995,24.955195000000003,1.6282857142857143,59630543422.63275,0.9724733855262908,17581.30016463514,29807.750668645243,0.6003760019938152,7.977979178522648,9.771059192514745,9.7860962567,77.45442857142858,0.03122846586760396,1.9196553479466627,19.38230487944235,0.07424425676262565,53.96803116397088,51.52150503771666,3391764.75,4.5348749999999995,6.5,5.58,8.6095,73.0,1.893,1,0,0,0,335,9.87686424891349
196,Uzbekistan,Asia,Central Asia,80.82857142857142,99.97142857142856,3.5690063387155537,14.542577674182667,58.13246077801231,9.137509818897554,0.1231858858275424,0.5244813515455211,68000.0,206.0,24.17142857142857,0.0,0.0,2.235493019223215,285.4902954226441,-0.9982342049479489,2.9000000000000004,4.871428571428572,66.584735,0.0,99.99799957275391,0.0,0.0,0.0,0.0,2.806857142857143,109938710482.71796,5.569666216375836,3284.5178532783125,8822.677565759463,0.622805714607239,12.745736861975667,1.6104988697848617,150.44594207055,71.01785714285714,0.08931691920375005,3.5554825523167,74.96424852780358,1.8493141439417524,14.880217988607468,7.513687196051824,33357908.375,49.506,4.125,2.5060000000000002,5.11475,33.0,1.957,0,0,1,0,1610,4.826441699823753
197,Vanuatu,Oceania,Oceania,7.378571428571428,64.85714285714286,15.540450811386103,0.0,15.340442986054144,1.6406890894175554,0.06937247855448557,0.0,0.0,2000.0,30.449571428571428,87.07208982628842,0.0,7.3801495552063,119.268291254024,-0.100646826060256,43.3,5.620857142857143,60.90015,0.263938218355179,89.52978515625,0.0,44.63634,32.89745,0.0,3.8215714285714286,821883782.5897446,1.8414615176132596,2784.5773662787933,3304.2225004777506,0.45680297883351667,3.3388599213683117,0.4889286263807535,0.0,70.03885714285714,0.4068960352763728,0.0,23.972928630024608,2.32152960906286,0.0,0.0,295752.375,74.515625,18.0,1.85,5.044375,48.0,0.0,1,0,0,0,0,0.0
198,"Venezuela, RB",South America,South America,95.65714285714286,99.74285714285715,10.418560465176899,0.0,24.375035428830564,2.9476787030213707,0.08835482051169376,2.7081114832866207,329000.0,2044.0,17.111857142857144,0.0,0.0,7.706656634807586,2740.27398467096,-1.541564896702765,273.45,7.284142857142858,30.883699999999997,0.7524465024471285,94.5486640930176,0.0,0.0,0.0,0.0,2.251714285714286,0.0,0.0,0.0,0.0,0.0,254.948534781816,38.864665465760496,7.5403666667,71.55642857142857,0.4532128820875144,0.9587850739767642,33.19728441050475,-0.9657134736909165,11.444857965790025,32.56457890055239,29159063.375,11.722999999999999,230.0,3.34,5.932375,13.0,2.821,0,0,1,0,16305,55.91743393918256
199,Viet Nam,Asia,South-Eastern Asia,92.67142857142858,99.77142857142857,3.78581714630127,0.0,39.15543453695864,21.892959408197168,0.07128714993250483,0.9389809059503982,522000.0,1821.0,15.595857142857142,0.0,0.0,0.0,165.70862117760674,-0.44531343877315527,5.699999999999999,6.679714285714286,67.65071,0.6806207656860351,84.55766105651855,0.0,0.0,0.0,0.0,1.941857142857143,316171132452.48376,5.88044447455494,3237.3405685329826,11615.20985451937,0.68106796058019,2.9986258790866738,0.0,18.1303153792,74.22085714285716,0.10342537999999998,1.8536451483271532,309.61836732512853,0.9748591031632066,23.498899953603093,17.427310998488384,97454415.625,63.011500000000005,19.75,9.040000000000001,1.7775,41.0,1.802,0,0,1,0,43215,44.34380907509546
200,West Bank and Gaza,Asia,Western Asia,0.0,99.98571428571428,5.636398613452911,0.0,69.68521186869036,8.563669108963666,0.011200153485512567,0.0,0.0,402.0,29.601714285714284,0.0,0.0,6.37704747915268,113.90749248392775,-0.44243544433265924,44.724999999999994,3.466,58.6012275,1.8328027895518726,94.03957257952011,0.0,0.0,0.0,0.0,3.6580000000000004,15195775000.0,0.9048863336091006,3209.888010289916,5957.092947845507,0.5685752166112263,1.4366268268146911,0.697007415670476,44.8129130414,74.39157142857142,0.09101028531645627,0.0,769.6073845825118,2.3802470880287627,19.360984894989873,0.0,4751461.375,23.409875,43.5,0.0,25.416714285714285,0.0,2.872,0,0,1,0,6090,128.1710934670073
201,"Yemen, Rep.",Asia,Western Asia,52.51428571428572,72.52857142857144,34.2589683532715,0.0,44.40127821115377,2.1802645713095172,0.03328621867903223,0.48979244446573844,32000.0,167.0,31.694142857142857,0.0,0.0,24.3842792510986,0.0,-1.67407813668251,78.675,6.479571428571428,31.227745,0.0,45.5135803222656,0.0,0.0,0.0,0.0,3.9612857142857143,37256263490.7333,-4.564823956292159,1010.066751074883,0.0,0.3714735548496247,0.0,0.0,169.7619047619,64.83014285714286,0.7890276533556431,0.0,66.53367480295147,2.9302121213240486,21.860223692373253,8.210963958768502,35660661.125,62.40025,40.5,0.0316,17.812375,16.0,3.397,0,0,1,0,6145,17.231873459833395
202,Zambia,Africa,Eastern Africa,11.142857142857142,42.57142857142857,0.0,0.0,32.04874196009401,5.092500956044991,0.2077522807427912,0.2717926782232735,16120.0,1020.0,35.562285714285714,65.88508374905423,0.0,14.445050239563,250.60742623834813,-0.6022737212479113,33.925,6.765714285714286,64.2839075,0.3498748764395713,83.4421812693278,0.0,67.400035,21.527565,10.62559,4.462428571428571,24345957524.66341,3.3482245564130633,1295.2908086146756,3575.3049755134725,0.39470103454589833,12.5904367126177,0.0,2.8354978355,62.065,0.7018076929689219,1.2526392159788224,24.916567731223562,2.9258121947648426,32.53637467357659,14.439933124715527,18797882.0,55.6345,8.5,3.78,5.434375,37.0,1.948,0,1,0,0,630,3.35144140174941
203,Zimbabwe,Africa,Eastern Africa,30.357142857142858,47.199999999999996,0.0,0.0,39.72558042061338,8.28997163906276,0.2638033608965324,0.9027967003348321,50960.0,657.0,31.558714285714284,0.0,0.0,12.185251304081527,2850.6279351176613,-1.2788267135620113,104.7,8.407714285714286,50.340885,0.3024328723549843,86.78863143920897,0.0,0.0,0.0,0.0,3.601142857142857,21038670706.989147,1.973212460877125,1363.9686359882603,3328.134025456818,0.456378226598104,146.53246320330032,5.28478995310633,38.440363021,60.498428571428576,1.4942121958172119,1.0888084830175917,39.55455233663842,1.5813341449737974,30.76835607309829,9.937998808946118,15431571.5,67.698875,52.75,3.4019999999999997,7.925375,24.0,2.396,0,0,1,0,4860,31.493876044964054
